path,split
"madang5/chunhyangga/ansukseon/pan-chun-023 ansukseon chunhyangga/pan-chun-023 ansukseon chunhyangga 5/03-ansukseon-chunhyangga_nongbuga(jungmori),jajinnongbuga(jungjungmori).csv",valid
madang5/chunhyangga/ansukseon/pan-chun-023 ansukseon chunhyangga/pan-chun-023 ansukseon chunhyangga 5/04-ansukseon-chunhyangga_bakseokti(jinyang).csv,test
madang5/chunhyangga/ansukseon/pan-chun-023 ansukseon chunhyangga/pan-chun-023 ansukseon chunhyangga 5/05-ansukseon-chunhyangga_eosawa jangmo(jungjungmori).csv,test
madang5/chunhyangga/ansukseon/pan-chun-023 ansukseon chunhyangga/pan-chun-023 ansukseon chunhyangga 5/06-ansukseon-chunhyangga_deureotdeon chotbureul(jungmori).csv,train
"madang5/chunhyangga/ansukseon/pan-chun-023 ansukseon chunhyangga/pan-chun-023 ansukseon chunhyangga 6/01-ansukseon-chunhyangga_chogyeong igyeong(jinyang),okjungsangbong(jungmori.csv",test
madang5/chunhyangga/ansukseon/pan-chun-023 ansukseon chunhyangga/pan-chun-023 ansukseon chunhyangga 6/02-ansukseon-chunhyangga_gageupsuryeong moadeulje(jajinmori).csv,train
madang5/chunhyangga/ansukseon/pan-chun-023 ansukseon chunhyangga/pan-chun-023 ansukseon chunhyangga 6/03-ansukseon-chunhyangga_eosachuldo(jajinmori).csv,train
madang5/chunhyangga/ansukseon/pan-chun-023 ansukseon chunhyangga/pan-chun-023 ansukseon chunhyangga 6/04-ansukseon-chunhyangga_sajeongi oksoereul moreuwa deulgo(jungmori).csv,train
madang5/chunhyangga/ansukseon/pan-chun-023 ansukseon chunhyangga/pan-chun-023 ansukseon chunhyangga 6/05-ansukseon-chunhyangga_mao mao geurimao(jungmori).csv,test
madang5/chunhyangga/ansukseon/pan-chun-023 ansukseon chunhyangga/pan-chun-023 ansukseon chunhyangga 6/06-ansukseon-chunhyangga_chunhyangmo chum chuneunde(jungjungmori).csv,train
"madang5/chunhyangga/baeseolhyang/pan-0-007 SPsidaeui pansori yeoryu myeongchangdeul 4 baeseolhyang,gimsohyang,baksochun,jonongok/02-baeseolhyang-mongjungga.csv",valid
madang5/chunhyangga/bakdongjin/pan-0-011 bakdongjin myeongchangui batangsoriro deutneun pansori giljabi/05-bakdongjin-chunhyangga jung eosattowa chunhyangmo sangbong daemok_jungjungmori.csv,train
madang5/chunhyangga/bakdongjin/pan-0-011 bakdongjin myeongchangui batangsoriro deutneun pansori giljabi/07-bakdongjin-chunhyangga jung amhaengeosa chuldo daemok_jajinmori.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD1/01-bakdongjin-chunhyangga_eosatto bangja mannaneun daemok.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD1/02-bakdongjin-chunhyangga_chunhyangmo giwonhaneun daemok.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD1/03-bakdongjin-chunhyangga_eosattowa chunhyangmo sangbong daemok.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD1/04-bakdongjin-chunhyangga_eosatto chunhyangmo sogineun daemok 1.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD1/05-bakdongjin-chunhyangga_eosatto chunhyangmo sogineun daemok 2.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD1/06-bakdongjin-chunhyangga_chunhyangi kkumkkuneun daemok.csv,valid
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD2/01-bakdongjin-chunhyangga_eosatto chunhyang okjungsangbong daemok 1.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD2/02-bakdongjin-chunhyangga_eosatto chunhyang okjungsangbong daemok 2.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD2/03-bakdongjin-chunhyangga_eosatto chunhyanggwa yaksokhaneun daemok.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD2/04-bakdongjin-chunhyangga_singwansatto saengiljanchi daemok.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD2/05-bakdongjin-chunhyangga_eosatto geuljitneun daemok.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD2/06-bakdongjin-chunhyangga_amhaengeosa chuldo daemok.csv,train
madang5/chunhyangga/bakdongjin/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga/pan-chun-020 inganmunhwajae bakdongjin pansori daejeonjip pansori chunhyangga CD2/07-bakdongjin-chunhyangga_sudoan sanggo daemok.csv,train
madang5/chunhyangga/bakgyehyang/pan-0-027 deugeum Vol.3 jeonju daesaseup pansori myeongchangbu jangwonja nundaemok3/01-bakgyehyang-chunhyangga_ibyeoldaemok.csv,test
madang5/chunhyangga/bakjunggeun/myeonginmyeongchangseonjip(6) dongpyeonje pansori/13-bakjunggeun-chunhyangga jung jeokjeokgongbang.csv,train
madang5/chunhyangga/bakjunggeun/myeonginmyeongchangseonjip(6) dongpyeonje pansori/14-bakjunggeun-chunhyangga jung dongpungga.csv,train
madang5/chunhyangga/bakrokju/gimseonyeongsojang yuseonggieumban(MP3)/16 - chundangsigwa-baknokju(1933).csv,train
"madang5/chunhyangga/bakrokju/pan-0-005 SPsidaeui pansori yeoryu myeongchangdeul 2 bakrokju,obichwi/04-bakrokju-chunhyang jip garikineun de.csv",train
"madang5/chunhyangga/bakrokju/pan-0-005 SPsidaeui pansori yeoryu myeongchangdeul 2 bakrokju,obichwi/05-bakrokju-ibyeolga.csv",train
"madang5/chunhyangga/bakrokju/pan-0-005 SPsidaeui pansori yeoryu myeongchangdeul 2 bakrokju,obichwi/06-bakrokju-dongpungga.csv",valid
"madang5/chunhyangga/baksochun/pan-0-007 SPsidaeui pansori yeoryu myeongchangdeul 4 baeseolhyang,gimsohyang,baksochun,jonongok/10-baksochun-ibyeolga.csv",train
"madang5/chunhyangga/baksochun/pan-0-007 SPsidaeui pansori yeoryu myeongchangdeul 4 baeseolhyang,gimsohyang,baksochun,jonongok/11-baksochun-eosa bakseokti neomneun de.csv",test
"madang5/chunhyangga/baksochun/pan-0-007 SPsidaeui pansori yeoryu myeongchangdeul 4 baeseolhyang,gimsohyang,baksochun,jonongok/12-baksochun-eosawa chunhyangmo.csv",train
madang5/chunhyangga/choechaeseon/pan-0-025 deugeum Vol.1 jeonju daesaseup pansori myeongchangbu jangwonja nundaemok1/06-choechaeseon-chunhyangga_okjungsangbonghaneunde.csv,train
madang5/chunhyangga/choehyeonju/gita044 gamdok imgwontaek chunyangdyeon orijineolsaundeuteuraek/14-choehyeonju-namwone yeolnyeo natne.csv,train
madang5/chunhyangga/choenansu/pan-0-025 deugeum Vol.1 jeonju daesaseup pansori myeongchangbu jangwonja nundaemok1/05-choenansu-chunhyangga_bakseokgogae olraseonde.csv,test
"madang5/chunhyangga/choeseunghui/pan-chun-029 myeonginmyeongchang(5) pansori 3myeongchang(choeseunghui,seonguhyang,baksonghui) teukbyeolgongyeon silhwang/01-choeseunghui-pansori chunhyangga jung okjungsangbong~eosa chuldo jeon(gimyeoranje).csv",train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-011 eunhuijin chunhyangga I/01-eunhuijin-danga_sacheolga.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-011 eunhuijin chunhyangga I/02-eunhuijin-chunhyangga_choip~bangja nagwi anjang jitneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-011 eunhuijin chunhyangga I/03-eunhuijin-chunhyangga_jeokseongga daemok.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-011 eunhuijin chunhyangga I/04-eunhuijin-chunhyangga_bangja chunhyangi bureureo ganeunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-011 eunhuijin chunhyangga I/05-eunhuijin-chunhyangga_bangja chunhyangege sujak haneunde.csv,valid
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-011 eunhuijin chunhyangga I/06-eunhuijin-chunhyangga_cheonja dwitpuri.csv,train
"madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-011 eunhuijin chunhyangga I/07-eunhuijin-chunhyangga_idoryeong,chunhyangjip geonneo ganeunde.csv",valid
"madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-011 eunhuijin chunhyangga I/08-eunhuijin-chunhyangga_chunhyangmo,idoryeong eumsiksang charineunde.csv",train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-012 eunhuijin chunhyangga II/01-eunhuijin-chunhyangga_sarangga.csv,train
"madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-012 eunhuijin chunhyangga II/02-eunhuijin-chunhyangga_chunhyangi,idoryeong eopgo noneunde.csv",test
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-012 eunhuijin chunhyangga II/03-eunhuijin-chunhyangga_idoryeong ibyeol gohareo ganeunde.csv,valid
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-012 eunhuijin chunhyangga II/04-eunhuijin-chunhyangga_chunhyangege ibyeol gohaneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-012 eunhuijin chunhyangga II/05-eunhuijin-chunhyangga_ibyeoriran mare chunhyang nolraeneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-012 eunhuijin chunhyangga II/06-eunhuijin-chunhyangga_chunhyangmo gigamakhyeo sori jireuneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-012 eunhuijin chunhyangga II/07-eunhuijin-chunhyangga_hutnal giyakhamyeo uneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-013 eunhuijin chunhyangga III/01-eunhuijin-chunhyangga_ibyeore chunhyangi nunmul heulrineunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-013 eunhuijin chunhyangga III/02-eunhuijin-chunhyangga_singwansatto buim haneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-013 eunhuijin chunhyangga III/03-eunhuijin-chunhyangga_gisaengjeomgo haneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-013 eunhuijin chunhyangga III/04-eunhuijin-chunhyangga_chunhyangi jaba deurineunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-013 eunhuijin chunhyangga III/05-eunhuijin-chunhyangga_sucheong geojeolhaneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-013 eunhuijin chunhyangga III/06-eunhuijin-chunhyangga_sipjangga.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-013 eunhuijin chunhyangga III/07-eunhuijin-chunhyangga_chunhyangi tuok doeneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-013 eunhuijin chunhyangga III/08-eunhuijin-chunhyangga_ssukdaemeori.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-013 eunhuijin chunhyangga III/09-eunhuijin-chunhyangga_jangwongeupje haneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-013 eunhuijin chunhyangga III/10-eunhuijin-chunhyangga_eosahaengjang charineunde.csv,train
"madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-014 eunhuijin chunhyangga IV/01-eunhuijin-chunhyangga_eosatto,bangja manna chunhyang pyeonji ikneunde.csv",valid
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-014 eunhuijin chunhyangga IV/02-eunhuijin-chunhyangga_bangjaga eosatto ara boneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-014 eunhuijin chunhyangga IV/03-eunhuijin-chunhyangga_bongsaga chunhyang kkum haemong haneunde.csv,test
"madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-014 eunhuijin chunhyangga IV/04-eunhuijin-chunhyangga_eosatto,chunhyangjibeuro geuphi ganeunde.csv",train
"madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-014 eunhuijin chunhyangga IV/05-eunhuijin-chunhyangga_chunhyangmo,sawibogo bangawo haneunde.csv",train
"madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-014 eunhuijin chunhyangga IV/06-eunhuijin-chunhyangga_chunhyangmo,eosatto haengsaekbogo nolraneunde.csv",valid
"madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-014 eunhuijin chunhyangga IV/07-eunhuijin-chunhyangga_eosatto,chunhyangmo sogineunde.csv",train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-014 eunhuijin chunhyangga IV/08-eunhuijin-chunhyangga_okjungsangbong.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-015 eunhuijin chunhyangga V/01-eunhuijin-chunhyangga_bongwansatto saengil janchi.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-015 eunhuijin chunhyangga V/02-eunhuijin-chunhyangga_amhaengeosa chuldu haneunde.csv,valid
"madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-015 eunhuijin chunhyangga V/03-eunhuijin-chunhyangga_chunhyang,ogeseo dongheoneuro japhyeo oneunde.csv",train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-015 eunhuijin chunhyangga V/04-eunhuijin-chunhyangga_neulgeun gwabu hana eosattoege hwa naeneunde.csv,train
"madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-015 eunhuijin chunhyangga V/05-eunhuijin-chunhyangga_chunhyangi,eosatto ara boneunde.csv",train
"madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-015 eunhuijin chunhyangga V/06-eunhuijin-chunhyangga_chunhyangmo,sini naseo chum chuneunde.csv",train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-015 eunhuijin chunhyangga V/07-eunhuijin-chunhyangga_eosatto bangja dalraeneunde.csv,train
madang5/chunhyangga/eunhuijin/pan-chun-011-015 eunhuijin chunhyangga/pan-chun-015 eunhuijin chunhyangga V/08-eunhuijin-chunhyangga_baeknyeonhaero yaksok haneunde~kkeutkkaji.csv,test
madang5/chunhyangga/gangsochun/gimseonyeongsojang yuseonggieumban(MP3)/19 - ginsarangga(1)-gangsochun.csv,train
madang5/chunhyangga/gangsochun/gimseonyeongsojang yuseonggieumban(MP3)/20 - ginsarangga(2)-gangsochun.csv,train
madang5/chunhyangga/gimchanghwan/pan-chun-033 pansori 5myeongchang gimchanghwan/01-gimchanghwan-danga_gogocheonbyeon.csv,train
madang5/chunhyangga/gimchanghwan/pan-chun-033 pansori 5myeongchang gimchanghwan/02-gimchanghwan-japga_sangjupuri.csv,train
madang5/chunhyangga/gimchanghwan/pan-chun-033 pansori 5myeongchang gimchanghwan/03-gimchanghwan-japga_nongbuga.csv,train
"madang5/chunhyangga/gimchanghwan/pan-chun-033 pansori 5myeongchang gimchanghwan/04-gimchanghwan-heungboga_jungtaryeong(sang,ha).csv",train
"madang5/chunhyangga/gimchanghwan/pan-chun-033 pansori 5myeongchang gimchanghwan/05-gimchanghwan-heungboga_jebinojeonggi(sang,ha).csv",train
madang5/chunhyangga/gimchanghwan/pan-chun-033 pansori 5myeongchang gimchanghwan/06-gimchanghwan-chunhyangga_ibyeolga.csv,train
madang5/chunhyangga/gimchanghwan/pan-chun-033 pansori 5myeongchang gimchanghwan/07-gimchanghwan-chunhyangga_chunhyangga(jeonrado joseoneo).csv,train
madang5/chunhyangga/gimchangryong/pan-chun-030 pansori 5myeongchang gimchangryong/02-gimchangryong-chunhyangga_chunhyangbanggeurimga.csv,train
madang5/chunhyangga/gimchangryong/pan-chun-030 pansori 5myeongchang gimchangryong/03-gimchangryong-chunhyangga_sarangga(gosugwan je).csv,train
madang5/chunhyangga/gimchangryong/pan-chun-030 pansori 5myeongchang gimchangryong/04-gimchangryong-chunhyangga_ibyeolga(bagyujeon je).csv,test
madang5/chunhyangga/gimchangryong/pan-chun-030 pansori 5myeongchang gimchangryong/05-gimchangryong-chunhyangga_gwigokseong(songheungrok je).csv,train
"madang5/chunhyangga/gimchangryong/pan-chun-038 pansori5myeongchang/14-gimchangryong-sarangga,dontaryeong.csv",train
"madang5/chunhyangga/gimchohyang/pan-0-016 bikteo yuseonggi wonban sirijeu 7 jamaemyeongchang ihwajungseon,ijungseon gimchohyang,gimsohyang/08-gimchohyang-chunhyangga jung bakseokti.csv",train
"madang5/chunhyangga/gimchohyang/pan-0-016 bikteo yuseonggi wonban sirijeu 7 jamaemyeongchang ihwajungseon,ijungseon gimchohyang,gimsohyang/09-gimchohyang-chunhyangga jung eosawa jangmo.csv",train
madang5/chunhyangga/gimseongae/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe CD1/01-gimseongae-chunhyangga_seongchunhyanggwa idoryeongui naeryeok.csv,test
madang5/chunhyangga/gimseongae/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe CD1/02-gimseongae-chunhyangga_idoryeonggwa bangjaga namwongyeongchi mundaphaneunde.csv,train
madang5/chunhyangga/gimseongae/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe CD1/03-gimseongae-chunhyangga_gwanghanru gugyeong naganeunde.csv,train
madang5/chunhyangga/gimseongae/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe CD1/04-gimseongae-chunhyangga_bangjaga samyeongyeongchireul gohaneunde.csv,train
madang5/chunhyangga/gimseongae/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe CD1/05-gimseongae-chunhyangga_chunhyangi chucheonhaneunde.csv,train
madang5/chunhyangga/gimseongae/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe CD1/06-gimseongae-chunhyangga_bangjaga chunhyangbureureo ganeunde.csv,valid
madang5/chunhyangga/gimseongae/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe CD1/07-gimseongae-chunhyangga_bangjawa chunhyangui mundaphaneunde.csv,train
madang5/chunhyangga/gimseongae/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe CD1/08-gimseongae-chunhyangga_idoryeongi chunhyangmotbogo chaekbangeuro doraga pyeonjisseo bonaeneunde.csv,train
madang5/chunhyangga/gimseongae/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe CD1/09-gimseongae-chunhyangga_doryeonnim chaegikneunde.csv,train
madang5/chunhyangga/gimseongae/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe/pan-chun-017 gukripgeukjang gongyeonsilhwang woldang gimseongae dongchoje pansori chunhyangga balpyohoe CD1/10-gimseongae-chunhyangga_doryeonnimi saebyeokbuteo bangjaege haesosik mutneunde.csv,test
